"Agriculture Year",District,Crop,Area,"Area Unit",Production,"Production Unit",Productivity,"Productivity Unit"
1978-79,Pathanamthitta,Ginger,,Hectare,,MT,,"Kg/ Hectare"
1978-79,Alappuzha,Ginger,261,Hectare,637,MT,2441,"Kg/ Hectare"
1978-79,Kottayam,Ginger,3331,Hectare,9553,MT,2868,"Kg/ Hectare"
1978-79,Idukki,Ginger,870,Hectare,2058,MT,2366,"Kg/ Hectare"
1978-79,Ernakulam,Ginger,2496,Hectare,6682,MT,2677,"Kg/ Hectare"
1978-79,Thrissur,Ginger,197,Hectare,205,MT,1041,"Kg/ Hectare"
1978-79,Palakkad,Ginger,493,Hectare,824,MT,1671,"Kg/ Hectare"
1978-79,Malappuram,Ginger,527,Hectare,966,MT,1833,"Kg/ Hectare"
1978-79,Kozhikode,Ginger,2281,Hectare,5714,MT,2505,"Kg/ Hectare"
1978-79,Wayanad,Ginger,,Hectare,,MT,,"Kg/ Hectare"
1978-79,Kannur,Ginger,977,Hectare,2626,MT,2688,"Kg/ Hectare"
1978-79,Kasaragod,Ginger,,Hectare,,MT,,"Kg/ Hectare"
1978-79,Thiruvananthapuram,Turmeric,15,Hectare,29,MT,1933,"Kg/ Hectare"
1978-79,Kollam,Turmeric,106,Hectare,200,MT,1887,"Kg/ Hectare"
1978-79,Pathanamthitta,Turmeric,,Hectare,,MT,,"Kg/ Hectare"
1978-79,Alappuzha,Turmeric,37,Hectare,72,MT,1946,"Kg/ Hectare"
1978-79,Kottayam,Turmeric,1043,Hectare,1946,MT,1866,"Kg/ Hectare"
1978-79,Idukki,Turmeric,196,Hectare,347,MT,1770,"Kg/ Hectare"
1978-79,Ernakulam,Turmeric,1062,Hectare,1968,MT,1853,"Kg/ Hectare"
1978-79,Thrissur,Turmeric,126,Hectare,127,MT,1008,"Kg/ Hectare"
1978-79,Palakkad,Turmeric,168,Hectare,272,MT,1619,"Kg/ Hectare"
1978-79,Malappuram,Turmeric,81,Hectare,126,MT,1556,"Kg/ Hectare"
1978-79,Kozhikode,Turmeric,503,Hectare,972,MT,1932,"Kg/ Hectare"
1978-79,Wayanad,Turmeric,,Hectare,,MT,,"Kg/ Hectare"
1978-79,Kannur,Turmeric,474,Hectare,986,MT,2080,"Kg/ Hectare"
1978-79,Kasaragod,Turmeric,,Hectare,,MT,,"Kg/ Hectare"
1978-79,Thiruvananthapuram,Cardamom,176,Hectare,9,MT,51,"Kg/ Hectare"
1978-79,Kollam,Cardamom,160,Hectare,8,MT,50,"Kg/ Hectare"
1978-79,Pathanamthitta,Cardamom,,Hectare,,MT,,"Kg/ Hectare"
1978-79,Alappuzha,Cardamom,,Hectare,,MT,,"Kg/ Hectare"
1978-79,Kottayam,Cardamom,,Hectare,,MT,,"Kg/ Hectare"
1978-79,Idukki,Cardamom,45997,Hectare,2418,MT,484,"Kg/ Hectare"
1978-79,Ernakulam,Cardamom,,Hectare,,MT,,"Kg/ Hectare"
1978-79,Thrissur,Cardamom,7,Hectare,,MT,,"Kg/ Hectare"
1978-79,Palakkad,Cardamom,3664,Hectare,193,MT,53,"Kg/ Hectare"
1978-79,Malappuram,Cardamom,193,Hectare,10,MT,52,"Kg/ Hectare"
1978-79,Kozhikode,Cardamom,3598,Hectare,189,MT,53,"Kg/ Hectare"
1978-79,Wayanad,Cardamom,,Hectare,,MT,,"Kg/ Hectare"
1978-79,Kannur,Cardamom,1385,Hectare,73,MT,53,"Kg/ Hectare"
1978-79,Kasaragod,Cardamom,,Hectare,,MT,,"Kg/ Hectare"
1978-79,Thiruvananthapuram,Tea,1071,Hectare,987,MT,922,"Kg/ Hectare"
1978-79,Kollam,Tea,2007,Hectare,807,MT,402,"Kg/ Hectare"
1978-79,Pathanamthitta,Tea,,Hectare,,MT,,"Kg/ Hectare"
1978-79,Alappuzha,Tea,,Hectare,,MT,,"Kg/ Hectare"
1978-79,Kottayam,Tea,2315,Hectare,657,MT,284,"Kg/ Hectare"
1978-79,Idukki,Tea,24053,Hectare,34219,MT,1423,"Kg/ Hectare"
1978-79,Ernakulam,Tea,30,Hectare,,MT,,"Kg/ Hectare"
1978-79,Thrissur,Tea,438,Hectare,995,MT,2272,"Kg/ Hectare"
1978-79,Palakkad,Tea,662,Hectare,1334,MT,2015,"Kg/ Hectare"
1978-79,Malappuram,Tea,174,Hectare,75,MT,431,"Kg/ Hectare"
1978-79,Kozhikode,Tea,3889,Hectare,6553,MT,1685,"Kg/ Hectare"
1978-79,Wayanad,Tea,,Hectare,,MT,,"Kg/ Hectare"
1978-79,Kannur,Tea,1451,Hectare,1737,MT,1197,"Kg/ Hectare"
1978-79,Kasaragod,Tea,,Hectare,,MT,,"Kg/ Hectare"
1978-79,Thiruvananthapuram,Coffee,48,Hectare,18,MT,375,"Kg/ Hectare"
1978-79,Kollam,Coffee,109,Hectare,41,MT,376,"Kg/ Hectare"
1978-79,Pathanamthitta,Coffee,,Hectare,,MT,,"Kg/ Hectare"
1978-79,Alappuzha,Coffee,19,Hectare,7,MT,368,"Kg/ Hectare"
1978-79,Kottayam,Coffee,1252,Hectare,472,MT,377,"Kg/ Hectare"
1978-79,Idukki,Coffee,4587,Hectare,1729,MT,377,"Kg/ Hectare"
1978-79,Ernakulam,Coffee,174,Hectare,66,MT,379,"Kg/ Hectare"
1978-79,Thrissur,Coffee,33,Hectare,12,MT,364,"Kg/ Hectare"
1978-79,Palakkad,Coffee,1659,Hectare,1394,MT,840,"Kg/ Hectare"
1978-79,Malappuram,Coffee,178,Hectare,95,MT,534,"Kg/ Hectare"
1978-79,Kozhikode,Coffee,27946,Hectare,14923,MT,534,"Kg/ Hectare"
1978-79,Wayanad,Coffee,,Hectare,,MT,,"Kg/ Hectare"
1978-79,Kannur,Coffee,17340,Hectare,9260,MT,534,"Kg/ Hectare"
1978-79,Kasaragod,Coffee,,Hectare,,MT,,"Kg/ Hectare"
1978-79,Thiruvananthapuram,Cloves,73,Hectare,,MT,,"Kg/ Hectare"
1978-79,Kollam,Cloves,68,Hectare,,MT,,"Kg/ Hectare"
1978-79,Pathanamthitta,Cloves,,Hectare,,MT,,"Kg/ Hectare"
1978-79,Alappuzha,Cloves,18,Hectare,,MT,,"Kg/ Hectare"
1978-79,Kottayam,Cloves,228,Hectare,,MT,,"Kg/ Hectare"
1978-79,Idukki,Cloves,18,Hectare,,MT,,"Kg/ Hectare"
1978-79,Ernakulam,Cloves,96,Hectare,,MT,,"Kg/ Hectare"
1978-79,Thrissur,Cloves,7,Hectare,,MT,,"Kg/ Hectare"
1978-79,Palakkad,Cloves,3,Hectare,,MT,,"Kg/ Hectare"
1978-79,Malappuram,Cloves,7,Hectare,,MT,,"Kg/ Hectare"
1978-79,Kozhikode,Cloves,1,Hectare,,MT,,"Kg/ Hectare"
1978-79,Wayanad,Cloves,,Hectare,,MT,,"Kg/ Hectare"
1978-79,Kannur,Cloves,,Hectare,,MT,,"Kg/ Hectare"
1978-79,Kasaragod,Cloves,,Hectare,,MT,,"Kg/ Hectare"
1978-79,Thiruvananthapuram,Nutmeg,62,Hectare,,MT,,"Kg/ Hectare"
1978-79,Kollam,Nutmeg,224,Hectare,,MT,,"Kg/ Hectare"
1978-79,Pathanamthitta,Nutmeg,,Hectare,,MT,,"Kg/ Hectare"
1978-79,Alappuzha,Nutmeg,159,Hectare,,MT,,"Kg/ Hectare"
1978-79,Kottayam,Nutmeg,592,Hectare,,MT,,"Kg/ Hectare"
1978-79,Idukki,Nutmeg,116,Hectare,,MT,,"Kg/ Hectare"
1978-79,Ernakulam,Nutmeg,1445,Hectare,,MT,,"Kg/ Hectare"
1978-79,Thrissur,Nutmeg,272,Hectare,,MT,,"Kg/ Hectare"
1978-79,Palakkad,Nutmeg,64,Hectare,,MT,,"Kg/ Hectare"
1978-79,Malappuram,Nutmeg,43,Hectare,,MT,,"Kg/ Hectare"
1978-79,Kozhikode,Nutmeg,4,Hectare,,MT,,"Kg/ Hectare"
1978-79,Wayanad,Nutmeg,,Hectare,,MT,,"Kg/ Hectare"
1978-79,Kannur,Nutmeg,525,Hectare,,MT,,"Kg/ Hectare"
1978-79,Kasaragod,Nutmeg,,Hectare,,MT,,"Kg/ Hectare"
1978-79,Thiruvananthapuram,"Betel leaves",126,Hectare,363,MT,2881,"Kg/ Hectare"
1978-79,Kollam,"Betel leaves",186,Hectare,730,MT,3925,"Kg/ Hectare"
1978-79,Pathanamthitta,"Betel leaves",,Hectare,,MT,,"Kg/ Hectare"
1978-79,Alappuzha,"Betel leaves",95,Hectare,379,MT,3989,"Kg/ Hectare"
1978-79,Kottayam,"Betel leaves",59,Hectare,318,MT,5390,"Kg/ Hectare"
1978-79,Idukki,"Betel leaves",7,Hectare,272,MT,38857,"Kg/ Hectare"
1978-79,Ernakulam,"Betel leaves",95,Hectare,1007,MT,10600,"Kg/ Hectare"
1978-79,Thrissur,"Betel leaves",72,Hectare,1541,MT,21403,"Kg/ Hectare"
1978-79,Palakkad,"Betel leaves",4,Hectare,363,MT,90750,"Kg/ Hectare"
1978-79,Malappuram,"Betel leaves",487,Hectare,1403,MT,2881,"Kg/ Hectare"
1978-79,Kozhikode,"Betel leaves",60,Hectare,1516,MT,25267,"Kg/ Hectare"
1978-79,Wayanad,"Betel leaves",,Hectare,,MT,,"Kg/ Hectare"
1978-79,Kannur,"Betel leaves",40,Hectare,3027,MT,75675,"Kg/ Hectare"
1978-79,Kasaragod,"Betel leaves",,Hectare,,MT,,"Kg/ Hectare"
1979-80,Thiruvananthapuram,Paddy,32563,Hectare,46162,MT,,"Kg/ Hectare"
1979-80,Kollam,Paddy,49895,Hectare,80984,MT,,"Kg/ Hectare"
1979-80,Pathanamthitta,Paddy,,Hectare,,MT,,"Kg/ Hectare"
1979-80,Alappuzha,Paddy,80058,Hectare,151277,MT,,"Kg/ Hectare"
1979-80,Kottayam,Paddy,32938,Hectare,61805,MT,,"Kg/ Hectare"
1979-80,Idukki,Paddy,7826,Hectare,14997,MT,,"Kg/ Hectare"
1979-80,Ernakulam,Paddy,101155,Hectare,146519,MT,,"Kg/ Hectare"
1979-80,Thrissur,Paddy,110654,Hectare,154508,MT,,"Kg/ Hectare"
1979-80,Palakkad,Paddy,178761,Hectare,381561,MT,,"Kg/ Hectare"
1979-80,Malappuram,Paddy,80157,Hectare,107362,MT,,"Kg/ Hectare"
1979-80,Kozhikode,Paddy,45771,Hectare,52761,MT,,"Kg/ Hectare"
1979-80,Wayanad,Paddy,,Hectare,,MT,,"Kg/ Hectare"
1979-80,Kannur,Paddy,73497,Hectare,101759,MT,,"Kg/ Hectare"
1979-80,Kasaragod,Paddy,,Hectare,,MT,,"Kg/ Hectare"
1979-80,Thiruvananthapuram,Tapioca,49362,Hectare,850507,MT,17230,"Kg/ Hectare"
1979-80,Kollam,Tapioca,64391,Hectare,1030256,MT,16000,"Kg/ Hectare"
1979-80,Pathanamthitta,Tapioca,,Hectare,,MT,,"Kg/ Hectare"
1979-80,Alappuzha,Tapioca,19065,Hectare,306947,MT,16100,"Kg/ Hectare"
1979-80,Kottayam,Tapioca,24015,Hectare,481501,MT,20050,"Kg/ Hectare"
1979-80,Idukki,Tapioca,11093,Hectare,257690,MT,23230,"Kg/ Hectare"
1979-80,Ernakulam,Tapioca,12789,Hectare,263453,MT,20600,"Kg/ Hectare"
1979-80,Thrissur,Tapioca,6673,Hectare,91754,MT,13750,"Kg/ Hectare"
1979-80,Palakkad,Tapioca,12397,Hectare,190294,MT,15350,"Kg/ Hectare"
1979-80,Malappuram,Tapioca,18186,Hectare,242419,MT,13330,"Kg/ Hectare"
1979-80,Kozhikode,Tapioca,7470,Hectare,92852,MT,12430,"Kg/ Hectare"
1979-80,Wayanad,Tapioca,,Hectare,,MT,,"Kg/ Hectare"
1979-80,Kannur,Tapioca,18322,Hectare,281243,MT,15350,"Kg/ Hectare"
1979-80,Kasaragod,Tapioca,,Hectare,,MT,,"Kg/ Hectare"
1979-80,Thiruvananthapuram,Banana,647,Hectare,7415,MT,11461,"Kg/ Hectare"
1979-80,Kollam,Banana,1563,Hectare,15657,MT,10017,"Kg/ Hectare"
1979-80,Pathanamthitta,Banana,,Hectare,,MT,,"Kg/ Hectare"
1979-80,Alappuzha,Banana,934,Hectare,11442,MT,12251,"Kg/ Hectare"
1979-80,Kottayam,Banana,1125,Hectare,16271,MT,14463,"Kg/ Hectare"
1979-80,Idukki,Banana,211,Hectare,2422,MT,11479,"Kg/ Hectare"
1979-80,Ernakulam,Banana,1414,Hectare,16685,MT,11800,"Kg/ Hectare"
1979-80,Thrissur,Banana,1380,Hectare,21859,MT,15840,"Kg/ Hectare"
1979-80,Palakkad,Banana,850,Hectare,11345,MT,13347,"Kg/ Hectare"
1979-80,Malappuram,Banana,1994,Hectare,26614,MT,13347,"Kg/ Hectare"
1979-80,Kozhikode,Banana,1108,Hectare,12775,MT,11530,"Kg/ Hectare"
1979-80,Wayanad,Banana,,Hectare,,MT,,"Kg/ Hectare"
1979-80,Kannur,Banana,1907,Hectare,22541,MT,11820,"Kg/ Hectare"
1979-80,Kasaragod,Banana,,Hectare,,MT,,"Kg/ Hectare"
1979-80,Thiruvananthapuram,Plantain,5815,Hectare,31227,MT,5370,"Kg/ Hectare"
1979-80,Kollam,Plantain,3014,Hectare,11179,MT,3709,"Kg/ Hectare"
1979-80,Pathanamthitta,Plantain,,Hectare,,MT,,"Kg/ Hectare"
1979-80,Alappuzha,Plantain,3275,Hectare,10012,MT,3057,"Kg/ Hectare"
1979-80,Kottayam,Plantain,3939,Hectare,19758,MT,5016,"Kg/ Hectare"
1979-80,Idukki,Plantain,2749,Hectare,14473,MT,5265,"Kg/ Hectare"
1979-80,Ernakulam,Plantain,3256,Hectare,13050,MT,4008,"Kg/ Hectare"
1979-80,Thrissur,Plantain,3270,Hectare,8803,MT,2692,"Kg/ Hectare"
1979-80,Palakkad,Plantain,3215,Hectare,6346,MT,1974,"Kg/ Hectare"
1979-80,Malappuram,Plantain,1945,Hectare,6117,MT,3145,"Kg/ Hectare"
1979-80,Kozhikode,Plantain,2823,Hectare,9624,MT,3409,"Kg/ Hectare"
1979-80,Wayanad,Plantain,,Hectare,,MT,,"Kg/ Hectare"
1979-80,Kannur,Plantain,2124,Hectare,14299,MT,6732,"Kg/ Hectare"
1979-80,Kasaragod,Plantain,,Hectare,,MT,,"Kg/ Hectare"
1979-80,Thiruvananthapuram,Jack,7392,Hectare,24,"Million Nuts",3247,"Nuts/ Hectare"
1979-80,Kollam,Jack,6211,Hectare,23,"Million Nuts",3703,"Nuts/ Hectare"
1979-80,Pathanamthitta,Jack,,Hectare,,"Million Nuts",,"Nuts/ Hectare"
1979-80,Alappuzha,Jack,3954,Hectare,17,"Million Nuts",4299,"Nuts/ Hectare"
1979-80,Kottayam,Jack,4000,Hectare,16,"Million Nuts",4000,"Nuts/ Hectare"
1979-80,Idukki,Jack,2305,Hectare,8,"Million Nuts",3471,"Nuts/ Hectare"
1979-80,Ernakulam,Jack,4377,Hectare,21,"Million Nuts",4798,"Nuts/ Hectare"
1979-80,Thrissur,Jack,3884,Hectare,15,"Million Nuts",3862,"Nuts/ Hectare"
1979-80,Palakkad,Jack,4242,Hectare,18,"Million Nuts",4243,"Nuts/ Hectare"
1979-80,Malappuram,Jack,4445,Hectare,22,"Million Nuts",4949,"Nuts/ Hectare"
1979-80,Kozhikode,Jack,9031,Hectare,41,"Million Nuts",4540,"Nuts/ Hectare"
1979-80,Wayanad,Jack,,Hectare,,"Million Nuts",,"Nuts/ Hectare"
1979-80,Kannur,Jack,8909,Hectare,43,"Million Nuts",4827,"Nuts/ Hectare"
1979-80,Kasaragod,Jack,,Hectare,,"Million Nuts",,"Nuts/ Hectare"
1979-80,Thiruvananthapuram,Cashew,5937,Hectare,3022,MT,509,"Kg/ Hectare"
1979-80,Kollam,Cashew,8513,Hectare,7108,MT,835,"Kg/ Hectare"
1979-80,Pathanamthitta,Cashew,,Hectare,,MT,,"Kg/ Hectare"
1979-80,Alappuzha,Cashew,3953,Hectare,2127,MT,538,"Kg/ Hectare"
1979-80,Kottayam,Cashew,1370,Hectare,773,MT,564,"Kg/ Hectare"
1979-80,Idukki,Cashew,1217,Hectare,920,MT,756,"Kg/ Hectare"
1979-80,Ernakulam,Cashew,4063,Hectare,1946,MT,479,"Kg/ Hectare"
1979-80,Thrissur,Cashew,7127,Hectare,1903,MT,267,"Kg/ Hectare"
1979-80,Palakkad,Cashew,12710,Hectare,3622,MT,285,"Kg/ Hectare"
1979-80,Malappuram,Cashew,20790,Hectare,6694,MT,322,"Kg/ Hectare"
1979-80,Kozhikode,Cashew,5187,Hectare,2791,MT,538,"Kg/ Hectare"
1979-80,Wayanad,Cashew,,Hectare,,MT,,"Kg/ Hectare"
1979-80,Kannur,Cashew,69050,Hectare,51857,MT,751,"Kg/ Hectare"
1979-80,Kasaragod,Cashew,,Hectare,,MT,,"Kg/ Hectare"
1979-80,Thiruvananthapuram,Coconut,73485,Hectare,350,"Million Nuts",4763,"Nuts/ Hectare"
1979-80,Kollam,Coconut,84488,Hectare,333,"Million Nuts",3941,"Nuts/ Hectare"
1979-80,Pathanamthitta,Coconut,,Hectare,,"Million Nuts",,"Nuts/ Hectare"
1979-80,Alappuzha,Coconut,62907,Hectare,328,"Million Nuts",5214,"Nuts/ Hectare"
1979-80,Kottayam,Coconut,49747,Hectare,188,"Million Nuts",3779,"Nuts/ Hectare"
1979-80,Idukki,Coconut,15794,Hectare,50,"Million Nuts",3166,"Nuts/ Hectare"
1979-80,Ernakulam,Coconut,61872,Hectare,312,"Million Nuts",5043,"Nuts/ Hectare"
1979-80,Thrissur,Coconut,53549,Hectare,326,"Million Nuts",6088,"Nuts/ Hectare"
1979-80,Palakkad,Coconut,21785,Hectare,73,"Million Nuts",3351,"Nuts/ Hectare"
1979-80,Malappuram,Coconut,60051,Hectare,297,"Million Nuts",4946,"Nuts/ Hectare"
1979-80,Kozhikode,Coconut,103672,Hectare,498,"Million Nuts",4804,"Nuts/ Hectare"
1979-80,Wayanad,Coconut,,Hectare,,"Million Nuts",,"Nuts/ Hectare"
1979-80,Kannur,Coconut,77109,Hectare,277,"Million Nuts",3592,"Nuts/ Hectare"
1979-80,Kasaragod,Coconut,,Hectare,,"Million Nuts",,"Nuts/ Hectare"
1979-80,Thiruvananthapuram,Arecanut,3142,Hectare,334,MT,,"Kg/ Hectare"
1979-80,Kollam,Arecanut,4501,Hectare,543,MT,,"Kg/ Hectare"
1979-80,Pathanamthitta,Arecanut,,Hectare,,MT,,"Kg/ Hectare"
1979-80,Alappuzha,Arecanut,2852,Hectare,450,MT,,"Kg/ Hectare"
1979-80,Kottayam,Arecanut,2516,Hectare,340,MT,,"Kg/ Hectare"
1979-80,Idukki,Arecanut,2309,Hectare,306,MT,,"Kg/ Hectare"
1979-80,Ernakulam,Arecanut,6356,Hectare,1114,MT,,"Kg/ Hectare"
1979-80,Thrissur,Arecanut,6774,Hectare,1447,MT,,"Kg/ Hectare"
1979-80,Palakkad,Arecanut,2418,Hectare,350,MT,,"Kg/ Hectare"
1979-80,Malappuram,Arecanut,8356,Hectare,1560,MT,,"Kg/ Hectare"
1979-80,Kozhikode,Arecanut,6636,Hectare,1807,MT,,"Kg/ Hectare"
1979-80,Wayanad,Arecanut,,Hectare,,MT,,"Kg/ Hectare"
1979-80,Kannur,Arecanut,14998,Hectare,2578,MT,,"Kg/ Hectare"
1979-80,Kasaragod,Arecanut,,Hectare,,MT,,"Kg/ Hectare"
1979-80,Thiruvananthapuram,Pepper,5441,Hectare,1801,MT,331,"Kg/ Hectare"
1979-80,Kollam,Pepper,9946,Hectare,3620,MT,364,"Kg/ Hectare"
1979-80,Pathanamthitta,Pepper,,Hectare,,MT,,"Kg/ Hectare"
1979-80,Alappuzha,Pepper,4493,Hectare,1173,MT,261,"Kg/ Hectare"
1979-80,Kottayam,Pepper,12739,Hectare,1388,MT,109,"Kg/ Hectare"
1979-80,Idukki,Pepper,10841,Hectare,2244,MT,207,"Kg/ Hectare"
1979-80,Ernakulam,Pepper,6752,Hectare,1837,MT,272,"Kg/ Hectare"
1979-80,Thrissur,Pepper,3727,Hectare,552,MT,148,"Kg/ Hectare"
1979-80,Palakkad,Pepper,1471,Hectare,197,MT,134,"Kg/ Hectare"
1979-80,Malappuram,Pepper,3609,Hectare,996,MT,276,"Kg/ Hectare"
1979-80,Kozhikode,Pepper,20739,Hectare,7590,MT,366,"Kg/ Hectare"
1979-80,Wayanad,Pepper,,Hectare,,MT,,"Kg/ Hectare"
1979-80,Kannur,Pepper,26059,Hectare,7505,MT,288,"Kg/ Hectare"
1979-80,Kasaragod,Pepper,,Hectare,,MT,,"Kg/ Hectare"
1979-80,Thiruvananthapuram,Rubber,8246,Hectare,5681,MT,689,"Kg/ Hectare"
1979-80,Kollam,Rubber,34674,Hectare,24651,MT,711,"Kg/ Hectare"
1979-80,Pathanamthitta,Rubber,,Hectare,,MT,,"Kg/ Hectare"
1979-80,Alappuzha,Rubber,4030,Hectare,2687,MT,667,"Kg/ Hectare"
1979-80,Kottayam,Rubber,55805,Hectare,35373,MT,634,"Kg/ Hectare"
1979-80,Idukki,Rubber,16069,Hectare,10764,MT,670,"Kg/ Hectare"
1979-80,Ernakulam,Rubber,21488,Hectare,13551,MT,631,"Kg/ Hectare"
1979-80,Thrissur,Rubber,8963,Hectare,6978,MT,779,"Kg/ Hectare"
1979-80,Palakkad,Rubber,9372,Hectare,4386,MT,468,"Kg/ Hectare"
1979-80,Malappuram,Rubber,17893,Hectare,10351,MT,578,"Kg/ Hectare"
1979-80,Kozhikode,Rubber,17396,Hectare,10319,MT,593,"Kg/ Hectare"
1979-80,Wayanad,Rubber,,Hectare,,MT,,"Kg/ Hectare"
1979-80,Kannur,Rubber,21538,Hectare,11878,MT,551,"Kg/ Hectare"
1979-80,Kasaragod,Rubber,,Hectare,,MT,,"Kg/ Hectare"
1979-80,Thiruvananthapuram,Cocoa,488,Hectare,,MT,,"Kg/ Hectare"
1979-80,Kollam,Cocoa,1043,Hectare,,MT,,"Kg/ Hectare"
1979-80,Pathanamthitta,Cocoa,,Hectare,,MT,,"Kg/ Hectare"
1979-80,Alappuzha,Cocoa,2757,Hectare,,MT,,"Kg/ Hectare"
1979-80,Kottayam,Cocoa,6381,Hectare,,MT,,"Kg/ Hectare"
1979-80,Idukki,Cocoa,1452,Hectare,,MT,,"Kg/ Hectare"
1979-80,Ernakulam,Cocoa,3603,Hectare,,MT,,"Kg/ Hectare"
1979-80,Thrissur,Cocoa,898,Hectare,,MT,,"Kg/ Hectare"
1979-80,Palakkad,Cocoa,284,Hectare,,MT,,"Kg/ Hectare"
1979-80,Malappuram,Cocoa,385,Hectare,,MT,,"Kg/ Hectare"
1979-80,Kozhikode,Cocoa,1974,Hectare,,MT,,"Kg/ Hectare"
1979-80,Wayanad,Cocoa,,Hectare,,MT,,"Kg/ Hectare"
1979-80,Kannur,Cocoa,973,Hectare,,MT,,"Kg/ Hectare"
1979-80,Kasaragod,Cocoa,,Hectare,,MT,,"Kg/ Hectare"
1979-80,Thiruvananthapuram,Pineapple,469,Hectare,,MT,,"Kg/ Hectare"
1979-80,Kollam,Pineapple,880,Hectare,,MT,,"Kg/ Hectare"
1979-80,Pathanamthitta,Pineapple,,Hectare,,MT,,"Kg/ Hectare"
1979-80,Alappuzha,Pineapple,310,Hectare,,MT,,"Kg/ Hectare"
1979-80,Kottayam,Pineapple,574,Hectare,,MT,,"Kg/ Hectare"
1979-80,Idukki,Pineapple,360,Hectare,,MT,,"Kg/ Hectare"
1979-80,Ernakulam,Pineapple,584,Hectare,,MT,,"Kg/ Hectare"
1979-80,Thrissur,Pineapple,485,Hectare,,MT,,"Kg/ Hectare"
1979-80,Palakkad,Pineapple,156,Hectare,,MT,,"Kg/ Hectare"
1979-80,Malappuram,Pineapple,251,Hectare,,MT,,"Kg/ Hectare"
1979-80,Kozhikode,Pineapple,571,Hectare,,MT,,"Kg/ Hectare"
1979-80,Wayanad,Pineapple,,Hectare,,MT,,"Kg/ Hectare"
1979-80,Kannur,Pineapple,1169,Hectare,,MT,,"Kg/ Hectare"
1979-80,Kasaragod,Pineapple,,Hectare,,MT,,"Kg/ Hectare"
1979-80,Thiruvananthapuram,Pappaya,541,Hectare,,MT,,"Kg/ Hectare"
1979-80,Kollam,Pappaya,630,Hectare,,MT,,"Kg/ Hectare"
1979-80,Pathanamthitta,Pappaya,,Hectare,,MT,,"Kg/ Hectare"
1979-80,Alappuzha,Pappaya,773,Hectare,,MT,,"Kg/ Hectare"
1979-80,Kottayam,Pappaya,792,Hectare,,MT,,"Kg/ Hectare"
1979-80,Idukki,Pappaya,359,Hectare,,MT,,"Kg/ Hectare"
1979-80,Ernakulam,Pappaya,1870,Hectare,,MT,,"Kg/ Hectare"
1979-80,Thrissur,Pappaya,887,Hectare,,MT,,"Kg/ Hectare"
1979-80,Palakkad,Pappaya,560,Hectare,,MT,,"Kg/ Hectare"
1979-80,Malappuram,Pappaya,895,Hectare,,MT,,"Kg/ Hectare"
1979-80,Kozhikode,Pappaya,1017,Hectare,,MT,,"Kg/ Hectare"
1979-80,Wayanad,Pappaya,,Hectare,,MT,,"Kg/ Hectare"
1979-80,Kannur,Pappaya,771,Hectare,,MT,,"Kg/ Hectare"
1979-80,Kasaragod,Pappaya,,Hectare,,MT,,"Kg/ Hectare"
1979-80,Thiruvananthapuram,Mango,7437,Hectare,24512,MT,3296,"Kg/ Hectare"
1979-80,Kollam,Mango,6009,Hectare,26752,MT,4452,"Kg/ Hectare"
1979-80,Pathanamthitta,Mango,,Hectare,,MT,,"Kg/ Hectare"
1979-80,Alappuzha,Mango,4586,Hectare,9173,MT,2000,"Kg/ Hectare"
1979-80,Kottayam,Mango,4741,Hectare,26536,MT,5597,"Kg/ Hectare"
1979-80,Idukki,Mango,1560,Hectare,2551,MT,1635,"Kg/ Hectare"
1979-80,Ernakulam,Mango,4412,Hectare,27809,MT,6303,"Kg/ Hectare"
1979-80,Thrissur,Mango,4645,Hectare,20354,MT,4382,"Kg/ Hectare"
1979-80,Palakkad,Mango,5194,Hectare,14400,MT,2772,"Kg/ Hectare"
1979-80,Malappuram,Mango,5538,Hectare,47545,MT,8585,"Kg/ Hectare"
1979-80,Kozhikode,Mango,7107,Hectare,24844,MT,3496,"Kg/ Hectare"
1979-80,Wayanad,Mango,,Hectare,,MT,,"Kg/ Hectare"
1979-80,Kannur,Mango,7978,Hectare,42927,MT,5381,"Kg/ Hectare"
1979-80,Kasaragod,Mango,,Hectare,,MT,,"Kg/ Hectare"
1979-80,Thiruvananthapuram,Ginger,120,Hectare,293,MT,2442,"Kg/ Hectare"
1979-80,Kollam,Ginger,1332,Hectare,3620,MT,2718,"Kg/ Hectare"
1979-80,Pathanamthitta,Ginger,,Hectare,,MT,,"Kg/ Hectare"
1979-80,Alappuzha,Ginger,201,Hectare,491,MT,2443,"Kg/ Hectare"
1979-80,Kottayam,Ginger,3424,Hectare,9625,MT,2811,"Kg/ Hectare"
1979-80,Idukki,Ginger,894,Hectare,2136,MT,2389,"Kg/ Hectare"
1979-80,Ernakulam,Ginger,3077,Hectare,7714,MT,2507,"Kg/ Hectare"
1979-80,Thrissur,Ginger,191,Hectare,198,MT,1037,"Kg/ Hectare"
1979-80,Palakkad,Ginger,437,Hectare,730,MT,1670,"Kg/ Hectare"
1979-80,Malappuram,Ginger,562,Hectare,1009,MT,1795,"Kg/ Hectare"
1979-80,Kozhikode,Ginger,2630,Hectare,6588,MT,2505,"Kg/ Hectare"
1979-80,Wayanad,Ginger,,Hectare,,MT,,"Kg/ Hectare"
1979-80,Kannur,Ginger,1260,Hectare,3421,MT,2715,"Kg/ Hectare"
1979-80,Kasaragod,Ginger,,Hectare,,MT,,"Kg/ Hectare"
